Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count 
hamming8-2.clq       | 10976                          | 10976.00                         | 2                             
hamming8-4.clq       | 1472                           | 1472.00                          | 2                             

Run: 3
c-fat200-1.clq       | 1284                           | 1284.00                          | 3                             
c-fat200-2.clq       | 2411                           | 2411.00                          | 3                             
c-fat200-5.clq       | 5887                           | 5887.00                          | 3                             
c-fat500-1.clq       | 1354                           | 1354.00                          | 3                             
c-fat500-10.clq      | 11462                          | 11438.00                         | 1                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 3                             
c-fat500-5.clq       | 5841                           | 5814.00                          | 2                             
DSJC1000_5.clq       | 2146                           | 2134.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1713.00                          | 1                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 3                             
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 3                             
gen400_p0.9_55.clq   | 6712                           | 6665.00                          | 1                             
gen400_p0.9_65.clq   | 6920                           | 6912.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 3                             
hamming10-2.clq      | 50512                          | 50378.00                         | 1                             
hamming10-4.clq      | 4857                           | 4841.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 3                             
hamming6-4.clq       | 134                            | 134.00                           | 3                             
hamming8-2.clq       | 10976                          | 10976.00                         | 3                             
hamming8-4.clq       | 1472                           | 1472.00                          | 3                             

Run: 4
c-fat200-1.clq       | 1284                           | 1284.00                          | 4                             
c-fat200-2.clq       | 2411                           | 2411.00                          | 4                             
c-fat200-5.clq       | 5887                           | 5887.00                          | 4                             
c-fat500-1.clq       | 1354                           | 1354.00                          | 4                             
c-fat500-10.clq      | 11462                          | 11406.00                         | 1                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 4                             
c-fat500-5.clq       | 5841                           | 5820.00                          | 3                             
DSJC1000_5.clq       | 2146                           | 2134.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1716.00                          | 2                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 4                             
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 4                             
gen400_p0.9_55.clq   | 6712                           | 6659.00                          | 1                             
gen400_p0.9_65.clq   | 6920                           | 6913.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 4                             
hamming10-2.clq      | 50512                          | 50362.00                         | 1                             
hamming10-4.clq      | 4857                           | 4844.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 4                             
hamming6-4.clq       | 134                            | 134.00                           | 4                             
hamming8-2.clq       | 10976                          | 10976.00                         | 4                             
hamming8-4.clq       | 1472                           | 1472.00                          | 4                             

Run: 5
c-fat200-1.clq       | 1284                           | 1284.00                          | 5                             
c-fat200-2.clq       | 2411                           | 2411.00                          | 5                             
c-fat200-5.clq       | 5887                           | 5887.00                          | 5                             
c-fat500-1.clq       | 1354                           | 1354.00                          | 5                             
c-fat500-10.clq      | 11462                          | 11387.00                         | 1                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 5                             
c-fat500-5.clq       | 5841                           | 5805.00                          | 3                             
DSJC1000_5.clq       | 2186                           | 2145.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 3                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 5                             
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 5                             
gen400_p0.9_55.clq   | 6712                           | 6652.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 1                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 5                             
hamming10-2.clq      | 50512                          | 50392.00                         | 2                             
hamming10-4.clq      | 4857                           | 4841.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 5                             
hamming6-4.clq       | 134                            | 134.00                           | 5                             
hamming8-2.clq       | 10976                          | 10976.00                         | 5                             
hamming8-4.clq       | 1472                           | 1472.00                          | 5                             

Run: 6
c-fat200-1.clq       | 1284                           | 1284.00                          | 6                             
c-fat200-2.clq       | 2411                           | 2411.00                          | 6                             
c-fat200-5.clq       | 5887                           | 5887.00                          | 6                             
c-fat500-1.clq       | 1354                           | 1354.00                          | 6                             
c-fat500-10.clq      | 11586                          | 11420.00                         | 1                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 6                             
c-fat500-5.clq       | 5841                           | 5811.00                          | 4                             
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1719.00                          | 4                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 6                             
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 6                             
gen400_p0.9_55.clq   | 6712                           | 6648.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 1                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 6                             
hamming10-2.clq      | 50512                          | 50412.00                         | 3                             
hamming10-4.clq      | 4857                           | 4840.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 6                             
hamming6-4.clq       | 134                            | 134.00                           | 6                             
hamming8-2.clq       | 10976                          | 10976.00                         | 6                             
hamming8-4.clq       | 1472                           | 1472.00                          | 6                             

Run: 7
c-fat200-1.clq       | 1284                           | 1284.00                          | 7                             
c-fat200-2.clq       | 2411                           | 2411.00                          | 7                             
c-fat200-5.clq       | 5887                           | 5887.00                          | 7                             
c-fat500-1.clq       | 1354                           | 1354.00                          | 7                             
c-fat500-10.clq      | 11586                          | 11404.00                         | 1                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 7                             
c-fat500-5.clq       | 5841                           | 5802.00                          | 4                             
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1720.00                          | 5                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 7                             
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 7                             
gen400_p0.9_55.clq   | 6712                           | 6657.00                          | 2                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 1                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 7                             
hamming10-2.clq      | 50512                          | 50397.00                         | 3                             
hamming10-4.clq      | 4882                           | 4846.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 7                             
hamming6-4.clq       | 134                            | 134.00                           | 7                             
hamming8-2.clq       | 10976                          | 10976.00                         | 7                             
hamming8-4.clq       | 1472                           | 1472.00                          | 7                             

Run: 8
c-fat200-1.clq       | 1284                           | 1284.00                          | 8                             
c-fat200-2.clq       | 2411                           | 2411.00                          | 8                             
c-fat200-5.clq       | 5887                           | 5887.00                          | 8                             
c-fat500-1.clq       | 1354                           | 1354.00                          | 8                             
c-fat500-10.clq      | 11586                          | 11411.00                         | 1                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 8                             
c-fat500-5.clq       | 5841                           | 5806.00                          | 5                             
DSJC1000_5.clq       | 2186                           | 2139.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 5                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 8                             
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 8                             
gen400_p0.9_55.clq   | 6712                           | 6664.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6916.00                          | 1                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 8                             
hamming10-2.clq      | 50512                          | 50412.00                         | 4                             
hamming10-4.clq      | 4882                           | 4848.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 8                             
hamming6-4.clq       | 134                            | 134.00                           | 8                             
hamming8-2.clq       | 10976                          | 10976.00                         | 8                             
hamming8-4.clq       | 1472                           | 1472.00                          | 8                             

Run: 9
c-fat200-1.clq       | 1284                           | 1284.00                          | 9                             
c-fat200-2.clq       | 2411                           | 2411.00                          | 9                             
c-fat200-5.clq       | 5887                           | 5887.00                          | 9                             
c-fat500-1.clq       | 1354                           | 1354.00                          | 9                             
c-fat500-10.clq      | 11586                          | 11414.00                         | 1                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 9                             
c-fat500-5.clq       | 5841                           | 5800.00                          | 5                             
DSJC1000_5.clq       | 2186                           | 2139.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1719.00                          | 6                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 9                             
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 9                             
gen400_p0.9_55.clq   | 6712                           | 6651.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 9                             
hamming10-2.clq      | 50512                          | 50423.00                         | 5                             
hamming10-4.clq      | 4882                           | 4847.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 9                             
hamming6-4.clq       | 134                            | 134.00                           | 9                             
hamming8-2.clq       | 10976                          | 10976.00                         | 9                             
hamming8-4.clq       | 1472                           | 1472.00                          | 9                             

Run: 10
c-fat200-1.clq       | 1284                           | 1284.00                          | 10                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 10                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 10                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 10                            
c-fat500-10.clq      | 11586                          | 11431.00                         | 2                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 10                            
c-fat500-5.clq       | 5841                           | 5804.00                          | 6                             
DSJC1000_5.clq       | 2186                           | 2138.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1719.00                          | 7                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 10                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 10                            
gen400_p0.9_55.clq   | 6718                           | 6658.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 10                            
hamming10-2.clq      | 50512                          | 50412.00                         | 5                             
hamming10-4.clq      | 4882                           | 4850.00                          | 2                             
hamming6-2.clq       | 1072                           | 1072.00                          | 10                            
hamming6-4.clq       | 134                            | 134.00                           | 10                            
hamming8-2.clq       | 10976                          | 10976.00                         | 10                            
hamming8-4.clq       | 1472                           | 1472.00                          | 10                            

Run: 11
c-fat200-1.clq       | 1284                           | 1284.00                          | 11                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 11                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 11                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 11                            
c-fat500-10.clq      | 11586                          | 11432.00                         | 2                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 11                            
c-fat500-5.clq       | 5841                           | 5807.00                          | 7                             
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 7                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 11                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 11                            
gen400_p0.9_55.clq   | 6718                           | 6657.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 11                            
hamming10-2.clq      | 50512                          | 50421.00                         | 6                             
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 11                            
hamming6-4.clq       | 134                            | 134.00                           | 11                            
hamming8-2.clq       | 10976                          | 10976.00                         | 11                            
hamming8-4.clq       | 1472                           | 1472.00                          | 11                            

Run: 12
c-fat200-1.clq       | 1284                           | 1284.00                          | 12                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 12                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 12                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 12                            
c-fat500-10.clq      | 11586                          | 11445.00                         | 3                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 12                            
c-fat500-5.clq       | 5841                           | 5810.00                          | 8                             
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 7                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 12                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 12                            
gen400_p0.9_55.clq   | 6718                           | 6651.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 12                            
hamming10-2.clq      | 50512                          | 50428.00                         | 7                             
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 12                            
hamming6-4.clq       | 134                            | 134.00                           | 12                            
hamming8-2.clq       | 10976                          | 10976.00                         | 12                            
hamming8-4.clq       | 1472                           | 1472.00                          | 12                            

Run: 13
c-fat200-1.clq       | 1284                           | 1284.00                          | 13                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 13                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 13                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 13                            
c-fat500-10.clq      | 11586                          | 11456.00                         | 4                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 13                            
c-fat500-5.clq       | 5841                           | 5812.00                          | 9                             
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 8                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 13                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 13                            
gen400_p0.9_55.clq   | 6718                           | 6643.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 13                            
hamming10-2.clq      | 50512                          | 50419.00                         | 7                             
hamming10-4.clq      | 4984                           | 4865.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 13                            
hamming6-4.clq       | 134                            | 134.00                           | 13                            
hamming8-2.clq       | 10976                          | 10960.00                         | 12                            
hamming8-4.clq       | 1472                           | 1472.00                          | 13                            

Run: 14
c-fat200-1.clq       | 1284                           | 1284.00                          | 14                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 14                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 14                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 14                            
c-fat500-10.clq      | 11586                          | 11465.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 14                            
c-fat500-5.clq       | 5841                           | 5808.00                          | 9                             
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 9                             
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 14                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 14                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 14                            
hamming10-2.clq      | 50512                          | 50412.00                         | 7                             
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 14                            
hamming6-4.clq       | 134                            | 134.00                           | 14                            
hamming8-2.clq       | 10976                          | 10961.00                         | 13                            
hamming8-4.clq       | 1472                           | 1472.00                          | 14                            

Run: 15
c-fat200-1.clq       | 1284                           | 1284.00                          | 15                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 15                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 15                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 15                            
c-fat500-10.clq      | 11586                          | 11453.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 15                            
c-fat500-5.clq       | 5841                           | 5805.00                          | 9                             
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1719.00                          | 10                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 15                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 15                            
gen400_p0.9_55.clq   | 6718                           | 6643.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 2                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 15                            
hamming10-2.clq      | 50512                          | 50405.00                         | 7                             
hamming10-4.clq      | 4984                           | 4870.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 15                            
hamming6-4.clq       | 134                            | 134.00                           | 15                            
hamming8-2.clq       | 10976                          | 10962.00                         | 14                            
hamming8-4.clq       | 1472                           | 1472.00                          | 15                            

Run: 16
c-fat200-1.clq       | 1284                           | 1284.00                          | 16                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 16                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 16                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 16                            
c-fat500-10.clq      | 11586                          | 11435.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 16                            
c-fat500-5.clq       | 5841                           | 5807.00                          | 10                            
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 10                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 16                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 16                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6919.00                          | 3                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 16                            
hamming10-2.clq      | 50512                          | 50412.00                         | 8                             
hamming10-4.clq      | 4984                           | 4870.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 16                            
hamming6-4.clq       | 134                            | 134.00                           | 16                            
hamming8-2.clq       | 10976                          | 10963.00                         | 15                            
hamming8-4.clq       | 1472                           | 1472.00                          | 16                            

Run: 17
c-fat200-1.clq       | 1284                           | 1284.00                          | 17                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 17                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 17                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 17                            
c-fat500-10.clq      | 11586                          | 11434.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 17                            
c-fat500-5.clq       | 5841                           | 5806.00                          | 10                            
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 10                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 17                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 17                            
gen400_p0.9_55.clq   | 6718                           | 6651.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 3                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 17                            
hamming10-2.clq      | 50512                          | 50417.00                         | 9                             
hamming10-4.clq      | 4984                           | 4869.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 17                            
hamming6-4.clq       | 134                            | 134.00                           | 17                            
hamming8-2.clq       | 10976                          | 10964.00                         | 16                            
hamming8-4.clq       | 1472                           | 1472.00                          | 17                            

Run: 18
c-fat200-1.clq       | 1284                           | 1284.00                          | 18                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 18                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 18                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 18                            
c-fat500-10.clq      | 11586                          | 11433.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 18                            
c-fat500-5.clq       | 5841                           | 5802.00                          | 10                            
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 10                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 18                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 18                            
gen400_p0.9_55.clq   | 6718                           | 6650.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 3                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 18                            
hamming10-2.clq      | 50512                          | 50423.00                         | 10                            
hamming10-4.clq      | 4984                           | 4867.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 18                            
hamming6-4.clq       | 134                            | 134.00                           | 18                            
hamming8-2.clq       | 10976                          | 10964.00                         | 17                            
hamming8-4.clq       | 1472                           | 1472.00                          | 18                            

Run: 19
c-fat200-1.clq       | 1284                           | 1284.00                          | 19                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 19                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 19                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 19                            
c-fat500-10.clq      | 11586                          | 11425.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 19                            
c-fat500-5.clq       | 5841                           | 5800.00                          | 10                            
