Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count 
c-fat500-1.clq       | 1354                           | 1354.00                          | 25                            
c-fat500-10.clq      | 11586                          | 11394.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 25                            
c-fat500-5.clq       | 5841                           | 5797.00                          | 12                            
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1716.00                          | 13                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 25                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 25                            
gen400_p0.9_55.clq   | 6718                           | 6640.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 5                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 25                            
hamming10-2.clq      | 50512                          | 50416.00                         | 13                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 25                            
hamming6-4.clq       | 134                            | 134.00                           | 25                            
hamming8-2.clq       | 10976                          | 10968.00                         | 24                            
hamming8-4.clq       | 1472                           | 1472.00                          | 25                            

Run: 26
c-fat200-1.clq       | 1284                           | 1284.00                          | 26                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 26                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 26                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 26                            
c-fat500-10.clq      | 11586                          | 11397.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 26                            
c-fat500-5.clq       | 5841                           | 5798.00                          | 13                            
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 14                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 26                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 26                            
gen400_p0.9_55.clq   | 6718                           | 6639.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 5                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 26                            
hamming10-2.clq      | 50512                          | 50419.00                         | 14                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 26                            
hamming6-4.clq       | 134                            | 134.00                           | 26                            
hamming8-2.clq       | 10976                          | 10968.00                         | 25                            
hamming8-4.clq       | 1472                           | 1472.00                          | 26                            

Run: 27
c-fat200-1.clq       | 1284                           | 1284.00                          | 27                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 27                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 27                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 27                            
c-fat500-10.clq      | 11586                          | 11397.00                         | 5                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 27                            
c-fat500-5.clq       | 5841                           | 5796.00                          | 13                            
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1716.00                          | 14                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 27                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 27                            
gen400_p0.9_55.clq   | 6718                           | 6642.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 5                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 27                            
hamming10-2.clq      | 50512                          | 50415.00                         | 14                            
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 27                            
hamming6-4.clq       | 134                            | 134.00                           | 27                            
hamming8-2.clq       | 10976                          | 10968.00                         | 26                            
hamming8-4.clq       | 1472                           | 1472.00                          | 27                            

Run: 28
c-fat200-1.clq       | 1284                           | 1284.00                          | 28                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 28                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 28                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 28                            
c-fat500-10.clq      | 11586                          | 11404.00                         | 6                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 28                            
c-fat500-5.clq       | 5841                           | 5798.00                          | 14                            
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 15                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 28                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 28                            
gen400_p0.9_55.clq   | 6718                           | 6642.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6919.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 28                            
hamming10-2.clq      | 50512                          | 50412.00                         | 14                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 28                            
hamming6-4.clq       | 134                            | 134.00                           | 28                            
hamming8-2.clq       | 10976                          | 10968.00                         | 27                            
hamming8-4.clq       | 1472                           | 1472.00                          | 28                            

Run: 29
c-fat200-1.clq       | 1284                           | 1284.00                          | 29                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 29                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 29                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 29                            
c-fat500-10.clq      | 11586                          | 11410.00                         | 7                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 29                            
c-fat500-5.clq       | 5841                           | 5796.00                          | 14                            
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 16                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 29                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 29                            
gen400_p0.9_55.clq   | 6718                           | 6640.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 29                            
hamming10-2.clq      | 50512                          | 50408.00                         | 14                            
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 29                            
hamming6-4.clq       | 134                            | 134.00                           | 29                            
hamming8-2.clq       | 10976                          | 10969.00                         | 28                            
hamming8-4.clq       | 1472                           | 1472.00                          | 29                            

Run: 30
c-fat200-1.clq       | 1284                           | 1284.00                          | 30                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 30                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 30                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 30                            
c-fat500-10.clq      | 11586                          | 11407.00                         | 7                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 30                            
c-fat500-5.clq       | 5841                           | 5794.00                          | 14                            
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 17                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 30                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 30                            
gen400_p0.9_55.clq   | 6718                           | 6643.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 30                            
hamming10-2.clq      | 50512                          | 50412.00                         | 15                            
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 30                            
hamming6-4.clq       | 134                            | 134.00                           | 30                            
hamming8-2.clq       | 10976                          | 10969.00                         | 29                            
hamming8-4.clq       | 1472                           | 1472.00                          | 30                            

Run: 31
c-fat200-1.clq       | 1284                           | 1284.00                          | 31                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 31                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 31                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 31                            
c-fat500-10.clq      | 11586                          | 11413.00                         | 8                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 31                            
c-fat500-5.clq       | 5841                           | 5796.00                          | 15                            
DSJC1000_5.clq       | 2186                           | 2140.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 17                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 31                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 31                            
gen400_p0.9_55.clq   | 6718                           | 6645.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 31                            
hamming10-2.clq      | 50512                          | 50415.00                         | 16                            
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 31                            
hamming6-4.clq       | 134                            | 134.00                           | 31                            
hamming8-2.clq       | 10976                          | 10969.00                         | 30                            
hamming8-4.clq       | 1472                           | 1472.00                          | 31                            

Run: 32
c-fat200-1.clq       | 1284                           | 1284.00                          | 32                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 32                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 32                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 32                            
c-fat500-10.clq      | 11586                          | 11414.00                         | 8                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 32                            
c-fat500-5.clq       | 5841                           | 5797.00                          | 16                            
DSJC1000_5.clq       | 2186                           | 2141.00                          | 1                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 18                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 32                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 32                            
gen400_p0.9_55.clq   | 6718                           | 6644.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 32                            
hamming10-2.clq      | 50512                          | 50412.00                         | 16                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 32                            
hamming6-4.clq       | 134                            | 134.00                           | 32                            
hamming8-2.clq       | 10976                          | 10969.00                         | 31                            
hamming8-4.clq       | 1472                           | 1472.00                          | 32                            

Run: 33
c-fat200-1.clq       | 1284                           | 1284.00                          | 33                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 33                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 33                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 33                            
c-fat500-10.clq      | 11586                          | 11410.00                         | 8                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 33                            
c-fat500-5.clq       | 5841                           | 5799.00                          | 17                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 19                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 33                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 33                            
gen400_p0.9_55.clq   | 6718                           | 6643.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 33                            
hamming10-2.clq      | 50512                          | 50408.00                         | 16                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 33                            
hamming6-4.clq       | 134                            | 134.00                           | 33                            
hamming8-2.clq       | 10976                          | 10969.00                         | 32                            
hamming8-4.clq       | 1472                           | 1472.00                          | 33                            

Run: 34
c-fat200-1.clq       | 1284                           | 1284.00                          | 34                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 34                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 34                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 34                            
c-fat500-10.clq      | 11586                          | 11411.00                         | 8                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 34                            
c-fat500-5.clq       | 5841                           | 5800.00                          | 18                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 19                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 34                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 34                            
gen400_p0.9_55.clq   | 6718                           | 6645.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 34                            
hamming10-2.clq      | 50512                          | 50406.00                         | 16                            
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 34                            
hamming6-4.clq       | 134                            | 134.00                           | 34                            
hamming8-2.clq       | 10976                          | 10970.00                         | 33                            
hamming8-4.clq       | 1472                           | 1472.00                          | 34                            

Run: 35
c-fat200-1.clq       | 1284                           | 1284.00                          | 35                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 35                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 35                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 35                            
c-fat500-10.clq      | 11586                          | 11408.00                         | 8                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 35                            
c-fat500-5.clq       | 5841                           | 5799.00                          | 18                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 19                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 35                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 35                            
gen400_p0.9_55.clq   | 6718                           | 6645.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 6                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 35                            
hamming10-2.clq      | 50512                          | 50409.00                         | 17                            
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 35                            
hamming6-4.clq       | 134                            | 134.00                           | 35                            
hamming8-2.clq       | 10976                          | 10970.00                         | 34                            
hamming8-4.clq       | 1472                           | 1472.00                          | 35                            

Run: 36
c-fat200-1.clq       | 1284                           | 1284.00                          | 36                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 36                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 36                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 36                            
c-fat500-10.clq      | 11586                          | 11413.00                         | 9                             
c-fat500-2.clq       | 2628                           | 2628.00                          | 36                            
c-fat500-5.clq       | 5841                           | 5798.00                          | 18                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 20                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 36                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 36                            
gen400_p0.9_55.clq   | 6718                           | 6647.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 7                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 36                            
hamming10-2.clq      | 50512                          | 50412.00                         | 18                            
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 36                            
hamming6-4.clq       | 134                            | 134.00                           | 36                            
hamming8-2.clq       | 10976                          | 10970.00                         | 35                            
hamming8-4.clq       | 1472                           | 1472.00                          | 36                            

Run: 37
c-fat200-1.clq       | 1284                           | 1284.00                          | 37                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 37                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 37                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 37                            
c-fat500-10.clq      | 11586                          | 11418.00                         | 10                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 37                            
c-fat500-5.clq       | 5841                           | 5796.00                          | 18                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 20                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 37                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 37                            
gen400_p0.9_55.clq   | 6718                           | 6646.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 7                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 37                            
hamming10-2.clq      | 50512                          | 50414.00                         | 19                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 37                            
hamming6-4.clq       | 134                            | 134.00                           | 37                            
hamming8-2.clq       | 10976                          | 10970.00                         | 36                            
hamming8-4.clq       | 1472                           | 1472.00                          | 37                            

Run: 38
c-fat200-1.clq       | 1284                           | 1284.00                          | 38                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 38                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 38                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 38                            
c-fat500-10.clq      | 11586                          | 11418.00                         | 10                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 38                            
c-fat500-5.clq       | 5841                           | 5795.00                          | 18                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 21                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 38                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 38                            
gen400_p0.9_55.clq   | 6718                           | 6645.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 7                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 38                            
hamming10-2.clq      | 50512                          | 50417.00                         | 20                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 38                            
hamming6-4.clq       | 134                            | 134.00                           | 38                            
hamming8-2.clq       | 10976                          | 10970.00                         | 37                            
hamming8-4.clq       | 1472                           | 1472.00                          | 38                            

Run: 39
c-fat200-1.clq       | 1284                           | 1284.00                          | 39                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 39                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 39                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 39                            
c-fat500-10.clq      | 11586                          | 11422.00                         | 11                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 39                            
c-fat500-5.clq       | 5841                           | 5794.00                          | 18                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 22                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 39                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 39                            
gen400_p0.9_55.clq   | 6718                           | 6647.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 7                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 39                            
hamming10-2.clq      | 50512                          | 50419.00                         | 21                            
hamming10-4.clq      | 4984                           | 4860.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 39                            
hamming6-4.clq       | 134                            | 134.00                           | 39                            
hamming8-2.clq       | 10976                          | 10970.00                         | 38                            
hamming8-4.clq       | 1472                           | 1472.00                          | 39                            

Run: 40
c-fat200-1.clq       | 1284                           | 1284.00                          | 40                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 40                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 40                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 40                            
c-fat500-10.clq      | 11586                          | 11426.00                         | 12                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 40                            
c-fat500-5.clq       | 5841                           | 5793.00                          | 18                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 23                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 40                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 40                            
gen400_p0.9_55.clq   | 6718                           | 6646.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 7                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 40                            
hamming10-2.clq      | 50512                          | 50422.00                         | 22                            
hamming10-4.clq      | 4984                           | 4860.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 40                            
hamming6-4.clq       | 134                            | 134.00                           | 40                            
hamming8-2.clq       | 10976                          | 10971.00                         | 39                            
hamming8-4.clq       | 1472                           | 1472.00                          | 40                            

Run: 41
c-fat200-1.clq       | 1284                           | 1284.00                          | 41                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 41                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 41                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 41                            
c-fat500-10.clq      | 11586                          | 11430.00                         | 13                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 41                            
c-fat500-5.clq       | 5841                           | 5794.00                          | 19                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1717.00                          | 24                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 41                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 41                            
gen400_p0.9_55.clq   | 6718                           | 6645.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 7                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 41                            
hamming10-2.clq      | 50512                          | 50419.00                         | 22                            
hamming10-4.clq      | 4984                           | 4860.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 41                            
hamming6-4.clq       | 134                            | 134.00                           | 41                            
hamming8-2.clq       | 10976                          | 10971.00                         | 40                            
hamming8-4.clq       | 1472                           | 1472.00                          | 41                            

Run: 42
c-fat200-1.clq       | 1284                           | 1284.00                          | 42                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 42                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 42                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 42                            
c-fat500-10.clq      | 11586                          | 11430.00                         | 13                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 42                            
c-fat500-5.clq       | 5841                           | 5793.00                          | 19                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 25                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 42                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 42                            
gen400_p0.9_55.clq   | 6718                           | 6647.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6918.00                          | 7                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 42                            
hamming10-2.clq      | 50512                          | 50421.00                         | 23                            
hamming10-4.clq      | 4984                           | 4859.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 42                            
hamming6-4.clq       | 134                            | 134.00                           | 42                            
hamming8-2.clq       | 10976                          | 10971.00                         | 41                            
hamming8-4.clq       | 1472                           | 1472.00                          | 42                            

Run: 43
c-fat200-1.clq       | 1284                           | 1284.00                          | 43                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 43                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 43                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 43                            
c-fat500-10.clq      | 11586                          | 11434.00                         | 14                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 43                            
c-fat500-5.clq       | 5841                           | 5794.00                          | 20                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 2                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 26                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 43                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 43                            
