Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count  | |C|                           
Run: 1
brock400_2.clq       | 3322                           | 3322.00                          | 4                              | 22                            
brock400_3.clq       | 3462                           | 3462.00                          | 4                              | 21                            
brock400_4.clq       | 3626                           | 3357.00                          | 1                              | 33                            
brock800_1.clq       | 2962                           | 2943.00                          | 3                              | 19                            
brock800_2.clq       | 3017                           | 2961.00                          | 1                              | 18                            
brock800_3.clq       | 3020                           | 2995.00                          | 2                              | 17                            
brock800_4.clq       | 2963                           | 2963.00                          | 4                              | 18                            
c-fat200-1.clq       | 1284                           | 1284.00                          | 4                              | 12                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 4                              | 23                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 4                              | 58                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 4                              | 12                            
c-fat500-10.clq      | 11462                          | 11407.00                         | 1                              | 124                           
c-fat500-2.clq       | 2628                           | 2628.00                          | 4                              | 24                            
c-fat500-5.clq       | 5779                           | 5762.00                          | 2                              | 62                            
C1000.9.clq          | 8693                           | 8568.00                          | 1                              | 58                            
C125.9.clq           | 2529                           | 2529.00                          | 4                              | 30                            
C2000.5.clq          | 2345                           | 2334.00                          | 1                              | 13                            
C2000.9.clq          | 9916                           | 9855.00                          | 1                              | 62                            
C250.9.clq           | 5060                           | 5060.00                          | 4                              | 38                            
C4000.5.clq          | 2625                           | 2559.00                          | 1                              | 15                            
C500.9.clq           | 6797                           | 6743.00                          | 1                              | 48                            
DSJC1000_5.clq       | 2159                           | 2137.00                          | 1                              | 13                            
DSJC500_5.clq        | 1725                           | 1725.00                          | 4                              | 12                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 4                              | 37                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 4                              | 52                            
gen400_p0.9_55.clq   | 6712                           | 6656.00                          | 1                              | 47                            
gen400_p0.9_65.clq   | 6931                           | 6913.00                          | 1                              | 46                            
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 4                              | 75                            
hamming10-2.clq      | 50512                          | 50412.00                         | 2                              | 512                           
hamming10-4.clq      | 4847                           | 4835.00                          | 1                              | 33                            
hamming6-2.clq       | 1072                           | 1072.00                          | 4                              | 32                            
hamming6-4.clq       | 134                            | 134.00                           | 4                              | 4                             
hamming8-2.clq       | 10976                          | 10976.00                         | 4                              | 128                           
hamming8-4.clq       | 1472                           | 1472.00                          | 4                              | 16                            
johnson16-2-4.clq    | 548                            | 548.00                           | 4                              | 8                             
johnson32-2-4.clq    | 1963                           | 1946.00                          | 1                              | 16                            
johnson8-2-4.clq     | 66                             | 66.00                            | 4                              | 4                             
johnson8-4-4.clq     | 511                            | 511.00                           | 4                              | 14                            
keller4.clq          | 1153                           | 1153.00                          | 4                              | 11                            
keller5.clq          | 3317                           | 3317.00                          | 4                              | 27                            
keller6.clq          | 6985                           | 6834.00                          | 1                              | 45                            
MANN_a27.clq         | 12252                          | 12251.00                         | 2                              | 125                           
MANN_a45.clq         | 34150                          | 34143.00                         | 1                              | 340                           
MANN_a81.clq         | 111108                         | 111081.00                        | 1                              | 1095                          
MANN_a9.clq          | 372                            | 372.00                           | 4                              | 16                            
p_hat1000-1.clq      | 1514                           | 1495.00                          | 1                              | 9                             
