Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count 
san400_0.7_2.clq     | 2917                           | 2916.00                          | 1                             
san400_0.7_3.clq     | 2613                           | 2585.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8828.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 5                             
sanr200_0.9.clq      | 5126                           | 5126.00                          | 5                             
sanr400_0.5.clq      | 1835                           | 1835.00                          | 5                             
sanr400_0.7.clq      | 2992                           | 2992.00                          | 5                             

Run: 6
p_hat1000-1.clq      | 1514                           | 1501.00                          | 3                             
p_hat1000-2.clq      | 5777                           | 5762.00                          | 3                             
p_hat1000-3.clq      | 7983                           | 7927.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1608.00                          | 2                             
p_hat1500-2.clq      | 7360                           | 7289.00                          | 1                             
p_hat1500-3.clq      | 10212                          | 10136.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 6                             
p_hat300-2.clq       | 2487                           | 2487.00                          | 6                             
p_hat300-3.clq       | 3774                           | 3774.00                          | 6                             
p_hat500-1.clq       | 1231                           | 1231.00                          | 6                             
p_hat500-2.clq       | 3920                           | 3920.00                          | 6                             
p_hat500-3.clq       | 5375                           | 5375.00                          | 6                             
p_hat700-1.clq       | 1441                           | 1441.00                          | 6                             
p_hat700-2.clq       | 5290                           | 5245.00                          | 1                             
p_hat700-3.clq       | 7563                           | 7551.00                          | 3                             
san1000.clq          | 1716                           | 1716.00                          | 6                             
san200_0.7_1.clq     | 3370                           | 3261.00                          | 5                             
san200_0.7_2.clq     | 2422                           | 2422.00                          | 6                             
san200_0.9_1.clq     | 6825                           | 6825.00                          | 6                             
san200_0.9_2.clq     | 6082                           | 6082.00                          | 6                             
san200_0.9_3.clq     | 4745                           | 4731.00                          | 2                             
san400_0.5_1.clq     | 1455                           | 1451.00                          | 3                             
san400_0.7_1.clq     | 3623                           | 3621.00                          | 5                             
san400_0.7_2.clq     | 2952                           | 2922.00                          | 1                             
san400_0.7_3.clq     | 2613                           | 2577.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8722.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 6                             
sanr200_0.9.clq      | 5126                           | 5126.00                          | 6                             
sanr400_0.5.clq      | 1835                           | 1835.00                          | 6                             
sanr400_0.7.clq      | 2992                           | 2982.00                          | 5                             

Run: 7
p_hat1000-1.clq      | 1514                           | 1503.00                          | 4                             
p_hat1000-2.clq      | 5777                           | 5764.00                          | 4                             
p_hat1000-3.clq      | 7983                           | 7926.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1603.00                          | 2                             
p_hat1500-2.clq      | 7360                           | 7289.00                          | 1                             
p_hat1500-3.clq      | 10232                          | 10150.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 7                             
p_hat300-2.clq       | 2487                           | 2487.00                          | 7                             
p_hat300-3.clq       | 3774                           | 3774.00                          | 7                             
p_hat500-1.clq       | 1231                           | 1231.00                          | 7                             
p_hat500-2.clq       | 3920                           | 3920.00                          | 7                             
p_hat500-3.clq       | 5375                           | 5375.00                          | 7                             
p_hat700-1.clq       | 1441                           | 1441.00                          | 7                             
p_hat700-2.clq       | 5290                           | 5249.00                          | 1                             
p_hat700-3.clq       | 7563                           | 7550.00                          | 3                             
san1000.clq          | 1716                           | 1716.00                          | 7                             
san200_0.7_1.clq     | 3370                           | 3277.00                          | 6                             
san200_0.7_2.clq     | 2422                           | 2409.00                          | 6                             
san200_0.9_1.clq     | 6825                           | 6825.00                          | 7                             
san200_0.9_2.clq     | 6082                           | 6082.00                          | 7                             
san200_0.9_3.clq     | 4745                           | 4730.00                          | 2                             
san400_0.5_1.clq     | 1455                           | 1445.00                          | 3                             
san400_0.7_1.clq     | 3623                           | 3621.00                          | 6                             
san400_0.7_2.clq     | 2952                           | 2926.00                          | 2                             
san400_0.7_3.clq     | 2674                           | 2591.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8647.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 7                             
sanr200_0.9.clq      | 5126                           | 5126.00                          | 7                             
sanr400_0.5.clq      | 1835                           | 1835.00                          | 7                             
sanr400_0.7.clq      | 2992                           | 2983.00                          | 6                             

Run: 8
p_hat1000-1.clq      | 1514                           | 1504.00                          | 5                             
p_hat1000-2.clq      | 5777                           | 5761.00                          | 4                             
p_hat1000-3.clq      | 7983                           | 7921.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1605.00                          | 3                             
p_hat1500-2.clq      | 7360                           | 7289.00                          | 1                             
p_hat1500-3.clq      | 10232                          | 10155.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 8                             
p_hat300-2.clq       | 2487                           | 2487.00                          | 8                             
p_hat300-3.clq       | 3774                           | 3774.00                          | 8                             
p_hat500-1.clq       | 1231                           | 1231.00                          | 8                             
p_hat500-2.clq       | 3920                           | 3920.00                          | 8                             
p_hat500-3.clq       | 5375                           | 5375.00                          | 8                             
p_hat700-1.clq       | 1441                           | 1441.00                          | 8                             
p_hat700-2.clq       | 5290                           | 5245.00                          | 1                             
p_hat700-3.clq       | 7563                           | 7552.00                          | 4                             
san1000.clq          | 1716                           | 1716.00                          | 8                             
san200_0.7_1.clq     | 3370                           | 3288.00                          | 7                             
san200_0.7_2.clq     | 2422                           | 2411.00                          | 7                             
san200_0.9_1.clq     | 6825                           | 6825.00                          | 8                             
san200_0.9_2.clq     | 6082                           | 6082.00                          | 8                             
san200_0.9_3.clq     | 4745                           | 4732.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1440.00                          | 3                             
san400_0.7_1.clq     | 3623                           | 3621.00                          | 7                             
san400_0.7_2.clq     | 2952                           | 2925.00                          | 2                             
san400_0.7_3.clq     | 2674                           | 2589.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8642.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 8                             
sanr200_0.9.clq      | 5126                           | 5126.00                          | 8                             
sanr400_0.5.clq      | 1835                           | 1835.00                          | 8                             
sanr400_0.7.clq      | 2992                           | 2980.00                          | 6                             

Run: 9
p_hat1000-1.clq      | 1514                           | 1502.00                          | 5                             
p_hat1000-2.clq      | 5777                           | 5763.00                          | 5                             
p_hat1000-3.clq      | 7983                           | 7924.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1601.00                          | 3                             
p_hat1500-2.clq      | 7360                           | 7297.00                          | 2                             
p_hat1500-3.clq      | 10232                          | 10146.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 9                             
p_hat300-2.clq       | 2487                           | 2487.00                          | 9                             
p_hat300-3.clq       | 3774                           | 3774.00                          | 9                             
p_hat500-1.clq       | 1231                           | 1231.00                          | 9                             
p_hat500-2.clq       | 3920                           | 3920.00                          | 9                             
p_hat500-3.clq       | 5375                           | 5375.00                          | 9                             
p_hat700-1.clq       | 1441                           | 1441.00                          | 9                             
p_hat700-2.clq       | 5290                           | 5249.00                          | 1                             
p_hat700-3.clq       | 7563                           | 7551.00                          | 4                             
san1000.clq          | 1716                           | 1716.00                          | 9                             
san200_0.7_1.clq     | 3370                           | 3297.00                          | 8                             
san200_0.7_2.clq     | 2422                           | 2412.00                          | 8                             
san200_0.9_1.clq     | 6825                           | 6825.00                          | 9                             
san200_0.9_2.clq     | 6082                           | 6082.00                          | 9                             
san200_0.9_3.clq     | 4745                           | 4731.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1437.00                          | 3                             
san400_0.7_1.clq     | 3623                           | 3622.00                          | 8                             
san400_0.7_2.clq     | 2952                           | 2924.00                          | 2                             
san400_0.7_3.clq     | 2674                           | 2591.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8593.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 9                             
sanr200_0.9.clq      | 5126                           | 5126.00                          | 9                             
sanr400_0.5.clq      | 1835                           | 1835.00                          | 9                             
sanr400_0.7.clq      | 2992                           | 2977.00                          | 6                             

Run: 10
p_hat1000-1.clq      | 1514                           | 1501.00                          | 5                             
p_hat1000-2.clq      | 5777                           | 5764.00                          | 6                             
p_hat1000-3.clq      | 7983                           | 7923.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1603.00                          | 4                             
p_hat1500-2.clq      | 7360                           | 7303.00                          | 3                             
p_hat1500-3.clq      | 10232                          | 10143.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 10                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 10                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 10                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 10                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 10                            
p_hat500-3.clq       | 5375                           | 5375.00                          | 10                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 10                            
p_hat700-2.clq       | 5290                           | 5247.00                          | 1                             
p_hat700-3.clq       | 7563                           | 7552.00                          | 5                             
san1000.clq          | 1716                           | 1716.00                          | 10                            
san200_0.7_1.clq     | 3370                           | 3305.00                          | 9                             
san200_0.7_2.clq     | 2422                           | 2413.00                          | 9                             
san200_0.9_1.clq     | 6825                           | 6825.00                          | 10                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 10                            
san200_0.9_3.clq     | 4745                           | 4730.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1438.00                          | 3                             
san400_0.7_1.clq     | 3623                           | 3622.00                          | 9                             
san400_0.7_2.clq     | 2952                           | 2927.00                          | 3                             
san400_0.7_3.clq     | 2674                           | 2590.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8553.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 10                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 10                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 10                            
sanr400_0.7.clq      | 2992                           | 2975.00                          | 6                             

Run: 11
p_hat1000-1.clq      | 1514                           | 1502.00                          | 6                             
p_hat1000-2.clq      | 5777                           | 5765.00                          | 7                             
p_hat1000-3.clq      | 7983                           | 7921.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1604.00                          | 5                             
p_hat1500-2.clq      | 7360                           | 7302.00                          | 3                             
p_hat1500-3.clq      | 10232                          | 10136.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 11                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 11                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 11                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 11                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 11                            
p_hat500-3.clq       | 5375                           | 5375.00                          | 11                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 11                            
p_hat700-2.clq       | 5290                           | 5246.00                          | 1                             
p_hat700-3.clq       | 7563                           | 7553.00                          | 6                             
san1000.clq          | 1716                           | 1716.00                          | 11                            
san200_0.7_1.clq     | 3370                           | 3311.00                          | 10                            
san200_0.7_2.clq     | 2422                           | 2406.00                          | 9                             
san200_0.9_1.clq     | 6825                           | 6825.00                          | 11                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 11                            
san200_0.9_3.clq     | 4745                           | 4729.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1435.00                          | 3                             
san400_0.7_1.clq     | 3623                           | 3622.00                          | 10                            
san400_0.7_2.clq     | 2952                           | 2929.00                          | 4                             
san400_0.7_3.clq     | 2674                           | 2589.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8520.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 11                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 11                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 11                            
sanr400_0.7.clq      | 2992                           | 2973.00                          | 6                             

Run: 12
p_hat1000-1.clq      | 1514                           | 1503.00                          | 7                             
p_hat1000-2.clq      | 5777                           | 5763.00                          | 7                             
p_hat1000-3.clq      | 7983                           | 7917.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1605.00                          | 6                             
p_hat1500-2.clq      | 7360                           | 7300.00                          | 3                             
p_hat1500-3.clq      | 10232                          | 10139.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 12                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 12                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 12                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 12                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 12                            
p_hat500-3.clq       | 5375                           | 5375.00                          | 12                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 12                            
p_hat700-2.clq       | 5290                           | 5250.00                          | 2                             
p_hat700-3.clq       | 7563                           | 7554.00                          | 7                             
san1000.clq          | 1716                           | 1716.00                          | 12                            
san200_0.7_1.clq     | 3370                           | 3315.00                          | 11                            
san200_0.7_2.clq     | 2422                           | 2407.00                          | 10                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 12                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 12                            
san200_0.9_3.clq     | 4745                           | 4729.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1437.00                          | 4                             
san400_0.7_1.clq     | 3623                           | 3622.00                          | 11                            
san400_0.7_2.clq     | 2952                           | 2928.00                          | 4                             
san400_0.7_3.clq     | 2674                           | 2592.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8493.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 12                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 12                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 12                            
sanr400_0.7.clq      | 2992                           | 2972.00                          | 6                             

Run: 13
p_hat1000-1.clq      | 1514                           | 1504.00                          | 8                             
p_hat1000-2.clq      | 5777                           | 5764.00                          | 8                             
p_hat1000-3.clq      | 7983                           | 7917.00                          | 1                             
p_hat1500-1.clq      | 1619                           | 1605.00                          | 6                             
p_hat1500-2.clq      | 7360                           | 7302.00                          | 3                             
p_hat1500-3.clq      | 10232                          | 10133.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 13                            
