Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count 
p_hat500-1.clq       | 1231                           | 1231.00                          | 15                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 15                            
p_hat500-3.clq       | 5375                           | 5375.00                          | 15                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 15                            
p_hat700-2.clq       | 5290                           | 5252.00                          | 3                             
p_hat700-3.clq       | 7563                           | 7553.00                          | 8                             
san1000.clq          | 1716                           | 1716.00                          | 15                            
san200_0.7_1.clq     | 3370                           | 3326.00                          | 14                            
san200_0.7_2.clq     | 2422                           | 2404.00                          | 12                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 15                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 15                            
san200_0.9_3.clq     | 4745                           | 4728.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1440.00                          | 7                             
san400_0.7_1.clq     | 3641                           | 3623.00                          | 1                             
san400_0.7_2.clq     | 2952                           | 2928.00                          | 5                             
san400_0.7_3.clq     | 2674                           | 2588.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8413.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 15                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 15                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 15                            
sanr400_0.7.clq      | 2992                           | 2965.00                          | 6                             

Run: 16
p_hat1000-1.clq      | 1514                           | 1504.00                          | 10                            
p_hat1000-2.clq      | 5777                           | 5764.00                          | 10                            
p_hat1000-3.clq      | 7983                           | 7917.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1606.00                          | 7                             
p_hat1500-2.clq      | 7360                           | 7300.00                          | 3                             
p_hat1500-3.clq      | 10277                          | 10141.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 16                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 16                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 16                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 16                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 16                            
p_hat500-3.clq       | 5375                           | 5373.00                          | 15                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 16                            
p_hat700-2.clq       | 5290                           | 5251.00                          | 3                             
p_hat700-3.clq       | 7563                           | 7554.00                          | 9                             
san1000.clq          | 1716                           | 1716.00                          | 16                            
san200_0.7_1.clq     | 3370                           | 3329.00                          | 15                            
san200_0.7_2.clq     | 2422                           | 2405.00                          | 13                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 16                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 16                            
san200_0.9_3.clq     | 4745                           | 4728.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1438.00                          | 7                             
san400_0.7_1.clq     | 3641                           | 3623.00                          | 1                             
san400_0.7_2.clq     | 2952                           | 2929.00                          | 6                             
san400_0.7_3.clq     | 2737                           | 2597.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8400.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 16                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 16                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 16                            
sanr400_0.7.clq      | 2992                           | 2965.00                          | 6                             

Run: 17
p_hat1000-1.clq      | 1514                           | 1505.00                          | 11                            
p_hat1000-2.clq      | 5777                           | 5764.00                          | 11                            
p_hat1000-3.clq      | 7983                           | 7916.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1606.00                          | 7                             
p_hat1500-2.clq      | 7360                           | 7298.00                          | 3                             
p_hat1500-3.clq      | 10277                          | 10134.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 17                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 17                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 17                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 17                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 17                            
p_hat500-3.clq       | 5375                           | 5373.00                          | 16                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 17                            
p_hat700-2.clq       | 5290                           | 5249.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7555.00                          | 1                             
san1000.clq          | 1716                           | 1716.00                          | 17                            
san200_0.7_1.clq     | 3370                           | 3331.00                          | 16                            
san200_0.7_2.clq     | 2422                           | 2403.00                          | 13                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 17                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 17                            
san200_0.9_3.clq     | 4745                           | 4728.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1439.00                          | 8                             
san400_0.7_1.clq     | 3641                           | 3623.00                          | 1                             
san400_0.7_2.clq     | 2952                           | 2931.00                          | 7                             
san400_0.7_3.clq     | 2737                           | 2596.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8388.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 17                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 17                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 17                            
sanr400_0.7.clq      | 2992                           | 2966.00                          | 7                             

Run: 18
p_hat1000-1.clq      | 1514                           | 1504.00                          | 11                            
p_hat1000-2.clq      | 5777                           | 5763.00                          | 11                            
p_hat1000-3.clq      | 7983                           | 7913.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1606.00                          | 7                             
p_hat1500-2.clq      | 7360                           | 7297.00                          | 3                             
p_hat1500-3.clq      | 10277                          | 10134.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 18                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 18                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 18                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 18                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 18                            
p_hat500-3.clq       | 5375                           | 5373.00                          | 17                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 18                            
p_hat700-2.clq       | 5290                           | 5249.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7554.00                          | 1                             
san1000.clq          | 1716                           | 1716.00                          | 18                            
san200_0.7_1.clq     | 3370                           | 3333.00                          | 17                            
san200_0.7_2.clq     | 2422                           | 2404.00                          | 14                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 18                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 18                            
san200_0.9_3.clq     | 4745                           | 4727.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1437.00                          | 8                             
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 2952                           | 2930.00                          | 7                             
san400_0.7_3.clq     | 2737                           | 2595.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8377.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 18                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 18                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 18                            
sanr400_0.7.clq      | 2992                           | 2968.00                          | 8                             

Run: 19
p_hat1000-1.clq      | 1514                           | 1503.00                          | 11                            
p_hat1000-2.clq      | 5777                           | 5761.00                          | 11                            
p_hat1000-3.clq      | 7983                           | 7910.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1607.00                          | 8                             
p_hat1500-2.clq      | 7360                           | 7300.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10137.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 19                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 19                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 19                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 19                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 19                            
p_hat500-3.clq       | 5375                           | 5373.00                          | 18                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 19                            
p_hat700-2.clq       | 5290                           | 5247.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7554.00                          | 1                             
san1000.clq          | 1716                           | 1716.00                          | 19                            
san200_0.7_1.clq     | 3370                           | 3335.00                          | 18                            
san200_0.7_2.clq     | 2422                           | 2405.00                          | 15                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 19                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 19                            
san200_0.9_3.clq     | 4745                           | 4727.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1438.00                          | 9                             
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 2952                           | 2929.00                          | 7                             
san400_0.7_3.clq     | 2737                           | 2594.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8368.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 19                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 19                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 19                            
sanr400_0.7.clq      | 2992                           | 2963.00                          | 8                             

Run: 20
p_hat1000-1.clq      | 1514                           | 1502.00                          | 11                            
p_hat1000-2.clq      | 5777                           | 5760.00                          | 11                            
p_hat1000-3.clq      | 7983                           | 7910.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1607.00                          | 8                             
p_hat1500-2.clq      | 7360                           | 7299.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10143.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 20                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 20                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 20                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 20                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 20                            
p_hat500-3.clq       | 5375                           | 5373.00                          | 19                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 20                            
p_hat700-2.clq       | 5290                           | 5248.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7554.00                          | 1                             
san1000.clq          | 1716                           | 1716.00                          | 20                            
san200_0.7_1.clq     | 3370                           | 3337.00                          | 19                            
san200_0.7_2.clq     | 2422                           | 2401.00                          | 15                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 20                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 20                            
san200_0.9_3.clq     | 4745                           | 4727.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1439.00                          | 9                             
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 3110                           | 2938.00                          | 1                             
san400_0.7_3.clq     | 2737                           | 2592.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8359.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 20                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 20                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 20                            
sanr400_0.7.clq      | 2992                           | 2962.00                          | 8                             

Run: 21
p_hat1000-1.clq      | 1514                           | 1503.00                          | 12                            
p_hat1000-2.clq      | 5777                           | 5761.00                          | 12                            
p_hat1000-3.clq      | 7983                           | 7908.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1605.00                          | 8                             
p_hat1500-2.clq      | 7360                           | 7298.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10149.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 21                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 21                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 21                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 21                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 21                            
p_hat500-3.clq       | 5375                           | 5372.00                          | 19                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 21                            
p_hat700-2.clq       | 5290                           | 5247.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7554.00                          | 1                             
san1000.clq          | 1716                           | 1716.00                          | 21                            
san200_0.7_1.clq     | 3370                           | 3339.00                          | 20                            
san200_0.7_2.clq     | 2422                           | 2402.00                          | 16                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 21                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 21                            
san200_0.9_3.clq     | 4745                           | 4727.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1439.00                          | 10                            
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 3110                           | 2937.00                          | 1                             
san400_0.7_3.clq     | 2737                           | 2591.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8351.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 21                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 21                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 21                            
sanr400_0.7.clq      | 2992                           | 2961.00                          | 8                             

Run: 22
p_hat1000-1.clq      | 1514                           | 1503.00                          | 13                            
p_hat1000-2.clq      | 5777                           | 5762.00                          | 13                            
p_hat1000-3.clq      | 7983                           | 7908.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1606.00                          | 9                             
p_hat1500-2.clq      | 7360                           | 7298.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10151.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 22                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 22                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 22                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 22                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 22                            
p_hat500-3.clq       | 5375                           | 5372.00                          | 20                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 22                            
p_hat700-2.clq       | 5290                           | 5248.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7553.00                          | 1                             
san1000.clq          | 1716                           | 1716.00                          | 22                            
san200_0.7_1.clq     | 3370                           | 3340.00                          | 21                            
san200_0.7_2.clq     | 2422                           | 2399.00                          | 16                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 22                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 22                            
san200_0.9_3.clq     | 4745                           | 4726.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1440.00                          | 10                            
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 3110                           | 2938.00                          | 1                             
san400_0.7_3.clq     | 2737                           | 2591.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8344.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 22                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 22                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 22                            
sanr400_0.7.clq      | 2992                           | 2962.00                          | 9                             

Run: 23
p_hat1000-1.clq      | 1514                           | 1504.00                          | 14                            
p_hat1000-2.clq      | 5777                           | 5762.00                          | 13                            
p_hat1000-3.clq      | 7983                           | 7907.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1606.00                          | 9                             
p_hat1500-2.clq      | 7360                           | 7297.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10148.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 23                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 23                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 23                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 23                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 23                            
p_hat500-3.clq       | 5375                           | 5372.00                          | 21                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 23                            
p_hat700-2.clq       | 5290                           | 5247.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7554.00                          | 2                             
san1000.clq          | 1716                           | 1716.00                          | 23                            
san200_0.7_1.clq     | 3370                           | 3341.00                          | 22                            
san200_0.7_2.clq     | 2422                           | 2400.00                          | 17                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 23                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 23                            
san200_0.9_3.clq     | 4745                           | 4726.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1438.00                          | 10                            
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 3110                           | 2938.00                          | 1                             
san400_0.7_3.clq     | 2737                           | 2590.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8338.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 23                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 23                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 23                            
sanr400_0.7.clq      | 2992                           | 2962.00                          | 9                             

Run: 24
p_hat1000-1.clq      | 1514                           | 1503.00                          | 14                            
p_hat1000-2.clq      | 5777                           | 5762.00                          | 13                            
p_hat1000-3.clq      | 7983                           | 7907.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1604.00                          | 9                             
p_hat1500-2.clq      | 7360                           | 7296.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10141.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 24                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 24                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 24                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 24                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 24                            
p_hat500-3.clq       | 5375                           | 5372.00                          | 22                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 24                            
p_hat700-2.clq       | 5290                           | 5247.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7554.00                          | 2                             
san1000.clq          | 1716                           | 1716.00                          | 24                            
san200_0.7_1.clq     | 3370                           | 3342.00                          | 23                            
san200_0.7_2.clq     | 2422                           | 2401.00                          | 18                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 24                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 24                            
san200_0.9_3.clq     | 4745                           | 4726.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1439.00                          | 10                            
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 3110                           | 2937.00                          | 1                             
san400_0.7_3.clq     | 2737                           | 2589.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8332.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 24                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 24                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 24                            
sanr400_0.7.clq      | 2992                           | 2963.00                          | 10                            

Run: 25
p_hat1000-1.clq      | 1514                           | 1504.00                          | 15                            
p_hat1000-2.clq      | 5777                           | 5761.00                          | 13                            
p_hat1000-3.clq      | 7983                           | 7907.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1604.00                          | 9                             
p_hat1500-2.clq      | 7360                           | 7295.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10139.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 25                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 25                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 25                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 25                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 25                            
p_hat500-3.clq       | 5375                           | 5372.00                          | 23                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 25                            
p_hat700-2.clq       | 5290                           | 5248.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7553.00                          | 2                             
san1000.clq          | 1716                           | 1716.00                          | 25                            
san200_0.7_1.clq     | 3370                           | 3344.00                          | 24                            
san200_0.7_2.clq     | 2422                           | 2402.00                          | 19                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 25                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 25                            
san200_0.9_3.clq     | 4745                           | 4726.00                          | 3                             
san400_0.5_1.clq     | 1455                           | 1439.00                          | 10                            
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 3110                           | 2936.00                          | 1                             
san400_0.7_3.clq     | 2737                           | 2588.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8352.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 25                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 25                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 25                            
sanr400_0.7.clq      | 2992                           | 2964.00                          | 11                            

Run: 26
p_hat1000-1.clq      | 1514                           | 1504.00                          | 16                            
p_hat1000-2.clq      | 5777                           | 5761.00                          | 13                            
p_hat1000-3.clq      | 7983                           | 7908.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1603.00                          | 9                             
p_hat1500-2.clq      | 7360                           | 7295.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10139.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 26                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 26                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 26                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 26                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 26                            
p_hat500-3.clq       | 5375                           | 5372.00                          | 24                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 26                            
p_hat700-2.clq       | 5290                           | 5249.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7553.00                          | 2                             
san1000.clq          | 1716                           | 1716.00                          | 26                            
san200_0.7_1.clq     | 3370                           | 3345.00                          | 25                            
san200_0.7_2.clq     | 2422                           | 2399.00                          | 19                            
san200_0.9_1.clq     | 6825                           | 6825.00                          | 26                            
san200_0.9_2.clq     | 6082                           | 6082.00                          | 26                            
san200_0.9_3.clq     | 4745                           | 4727.00                          | 4                             
san400_0.5_1.clq     | 1455                           | 1440.00                          | 11                            
san400_0.7_1.clq     | 3641                           | 3622.00                          | 1                             
san400_0.7_2.clq     | 3110                           | 2936.00                          | 1                             
san400_0.7_3.clq     | 2737                           | 2590.00                          | 1                             
san400_0.9_1.clq     | 9776                           | 8346.00                          | 2                             
sanr200_0.7.clq      | 2325                           | 2325.00                          | 26                            
sanr200_0.9.clq      | 5126                           | 5126.00                          | 26                            
sanr400_0.5.clq      | 1835                           | 1835.00                          | 26                            
sanr400_0.7.clq      | 2992                           | 2964.00                          | 11                            

Run: 27
p_hat1000-1.clq      | 1514                           | 1504.00                          | 17                            
p_hat1000-2.clq      | 5777                           | 5762.00                          | 14                            
p_hat1000-3.clq      | 7983                           | 7908.00                          | 2                             
p_hat1500-1.clq      | 1619                           | 1603.00                          | 10                            
p_hat1500-2.clq      | 7360                           | 7294.00                          | 4                             
p_hat1500-3.clq      | 10277                          | 10136.00                         | 1                             
p_hat300-1.clq       | 1057                           | 1057.00                          | 27                            
p_hat300-2.clq       | 2487                           | 2487.00                          | 27                            
p_hat300-3.clq       | 3774                           | 3774.00                          | 27                            
p_hat500-1.clq       | 1231                           | 1231.00                          | 27                            
p_hat500-2.clq       | 3920                           | 3920.00                          | 27                            
p_hat500-3.clq       | 5375                           | 5373.00                          | 25                            
p_hat700-1.clq       | 1441                           | 1441.00                          | 27                            
p_hat700-2.clq       | 5290                           | 5248.00                          | 3                             
p_hat700-3.clq       | 7565                           | 7553.00                          | 2                             
san1000.clq          | 1716                           | 1716.00                          | 27                            
san200_0.7_1.clq     | 3370                           | 3345.00                          | 26                            
