Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count 
johnson8-4-4.clq     | 511                            | 511.00                           | 42                            
keller4.clq          | 1153                           | 1153.00                          | 42                            
keller5.clq          | 3317                           | 3317.00                          | 42                            
keller6.clq          | 7231                           | 6743.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 5                             
MANN_a45.clq         | 34152                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111085.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 42                            

Run: 43
johnson16-2-4.clq    | 548                            | 548.00                           | 43                            
johnson32-2-4.clq    | 1991                           | 1948.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 43                            
johnson8-4-4.clq     | 511                            | 511.00                           | 43                            
keller4.clq          | 1153                           | 1153.00                          | 43                            
keller5.clq          | 3317                           | 3317.00                          | 43                            
keller6.clq          | 7231                           | 6741.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 5                             
MANN_a45.clq         | 34152                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111085.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 43                            

Run: 44
johnson16-2-4.clq    | 548                            | 548.00                           | 44                            
johnson32-2-4.clq    | 1991                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 44                            
johnson8-4-4.clq     | 511                            | 511.00                           | 44                            
keller4.clq          | 1153                           | 1153.00                          | 44                            
keller5.clq          | 3317                           | 3317.00                          | 44                            
keller6.clq          | 7231                           | 6744.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 6                             
MANN_a45.clq         | 34152                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111084.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 44                            

Run: 45
johnson16-2-4.clq    | 548                            | 548.00                           | 45                            
johnson32-2-4.clq    | 1991                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 45                            
johnson8-4-4.clq     | 511                            | 511.00                           | 45                            
keller4.clq          | 1153                           | 1153.00                          | 45                            
keller5.clq          | 3317                           | 3317.00                          | 45                            
keller6.clq          | 7231                           | 6744.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 6                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111084.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 45                            

Run: 46
johnson16-2-4.clq    | 548                            | 548.00                           | 46                            
johnson32-2-4.clq    | 1991                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 46                            
johnson8-4-4.clq     | 511                            | 511.00                           | 46                            
keller4.clq          | 1153                           | 1153.00                          | 46                            
keller5.clq          | 3317                           | 3317.00                          | 46                            
keller6.clq          | 7231                           | 6743.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 6                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111084.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 46                            

Run: 47
johnson16-2-4.clq    | 548                            | 548.00                           | 47                            
johnson32-2-4.clq    | 1991                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 47                            
johnson8-4-4.clq     | 511                            | 511.00                           | 47                            
keller4.clq          | 1153                           | 1153.00                          | 47                            
keller5.clq          | 3317                           | 3317.00                          | 47                            
keller6.clq          | 7231                           | 6741.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 7                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111084.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 47                            

Run: 48
johnson16-2-4.clq    | 548                            | 548.00                           | 48                            
johnson32-2-4.clq    | 1991                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 48                            
johnson8-4-4.clq     | 511                            | 511.00                           | 48                            
keller4.clq          | 1153                           | 1153.00                          | 48                            
keller5.clq          | 3317                           | 3317.00                          | 48                            
keller6.clq          | 7231                           | 6743.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 7                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 48                            

Run: 49
johnson16-2-4.clq    | 548                            | 548.00                           | 49                            
johnson32-2-4.clq    | 1991                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 49                            
johnson8-4-4.clq     | 511                            | 511.00                           | 49                            
keller4.clq          | 1153                           | 1153.00                          | 49                            
keller5.clq          | 3317                           | 3317.00                          | 49                            
keller6.clq          | 7231                           | 6746.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 8                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111084.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 49                            

Run: 50
johnson16-2-4.clq    | 548                            | 548.00                           | 50                            
johnson32-2-4.clq    | 1991                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 50                            
johnson8-4-4.clq     | 511                            | 511.00                           | 50                            
keller4.clq          | 1153                           | 1153.00                          | 50                            
keller5.clq          | 3317                           | 3317.00                          | 50                            
keller6.clq          | 7231                           | 6742.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 8                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 50                            

Run: 51
johnson16-2-4.clq    | 548                            | 548.00                           | 51                            
johnson32-2-4.clq    | 1991                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 51                            
johnson8-4-4.clq     | 511                            | 511.00                           | 51                            
keller4.clq          | 1153                           | 1153.00                          | 51                            
keller5.clq          | 3317                           | 3317.00                          | 51                            
keller6.clq          | 7231                           | 6742.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 8                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 51                            

Run: 52
johnson16-2-4.clq    | 548                            | 548.00                           | 52                            
johnson32-2-4.clq    | 1991                           | 1945.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 52                            
johnson8-4-4.clq     | 511                            | 511.00                           | 52                            
keller4.clq          | 1153                           | 1153.00                          | 52                            
keller5.clq          | 3317                           | 3317.00                          | 52                            
keller6.clq          | 7231                           | 6738.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 52                            

Run: 53
johnson16-2-4.clq    | 548                            | 548.00                           | 53                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 53                            
johnson8-4-4.clq     | 511                            | 511.00                           | 53                            
keller4.clq          | 1153                           | 1153.00                          | 53                            
keller5.clq          | 3317                           | 3317.00                          | 53                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 53                            

Run: 54
johnson16-2-4.clq    | 548                            | 548.00                           | 54                            
johnson32-2-4.clq    | 1992                           | 1945.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 54                            
johnson8-4-4.clq     | 511                            | 511.00                           | 54                            
keller4.clq          | 1153                           | 1153.00                          | 54                            
keller5.clq          | 3317                           | 3317.00                          | 54                            
keller6.clq          | 7231                           | 6739.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 54                            

Run: 55
johnson16-2-4.clq    | 548                            | 548.00                           | 55                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 55                            
johnson8-4-4.clq     | 511                            | 511.00                           | 55                            
keller4.clq          | 1153                           | 1153.00                          | 55                            
keller5.clq          | 3317                           | 3317.00                          | 55                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 2                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 55                            

Run: 56
johnson16-2-4.clq    | 548                            | 548.00                           | 56                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 56                            
johnson8-4-4.clq     | 511                            | 511.00                           | 56                            
keller4.clq          | 1153                           | 1153.00                          | 56                            
keller5.clq          | 3317                           | 3317.00                          | 56                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34143.00                         | 2                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 56                            

Run: 57
johnson16-2-4.clq    | 548                            | 548.00                           | 57                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 57                            
johnson8-4-4.clq     | 511                            | 511.00                           | 57                            
keller4.clq          | 1153                           | 1153.00                          | 57                            
keller5.clq          | 3317                           | 3317.00                          | 57                            
keller6.clq          | 7231                           | 6732.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34143.00                         | 2                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 57                            

Run: 58
johnson16-2-4.clq    | 548                            | 548.00                           | 58                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 58                            
johnson8-4-4.clq     | 511                            | 511.00                           | 58                            
keller4.clq          | 1153                           | 1153.00                          | 58                            
keller5.clq          | 3317                           | 3317.00                          | 58                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34143.00                         | 2                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 58                            

Run: 59
johnson16-2-4.clq    | 548                            | 548.00                           | 59                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 59                            
johnson8-4-4.clq     | 511                            | 511.00                           | 59                            
keller4.clq          | 1153                           | 1153.00                          | 59                            
keller5.clq          | 3317                           | 3317.00                          | 59                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34143.00                         | 2                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 59                            

Run: 60
johnson16-2-4.clq    | 548                            | 548.00                           | 60                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 60                            
johnson8-4-4.clq     | 511                            | 511.00                           | 60                            
keller4.clq          | 1153                           | 1153.00                          | 60                            
keller5.clq          | 3317                           | 3317.00                          | 60                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34143.00                         | 2                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 60                            

Run: 61
johnson16-2-4.clq    | 548                            | 548.00                           | 61                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 61                            
johnson8-4-4.clq     | 511                            | 511.00                           | 61                            
keller4.clq          | 1153                           | 1153.00                          | 61                            
keller5.clq          | 3317                           | 3317.00                          | 61                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 3                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 61                            

Run: 62
johnson16-2-4.clq    | 548                            | 548.00                           | 62                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 62                            
johnson8-4-4.clq     | 511                            | 511.00                           | 62                            
keller4.clq          | 1153                           | 1153.00                          | 62                            
keller5.clq          | 3317                           | 3317.00                          | 62                            
keller6.clq          | 7231                           | 6733.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 3                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 62                            

Run: 63
johnson16-2-4.clq    | 548                            | 548.00                           | 63                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 63                            
johnson8-4-4.clq     | 511                            | 511.00                           | 63                            
keller4.clq          | 1153                           | 1153.00                          | 63                            
keller5.clq          | 3317                           | 3317.00                          | 63                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 3                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 63                            

Run: 64
johnson16-2-4.clq    | 548                            | 548.00                           | 64                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 64                            
johnson8-4-4.clq     | 511                            | 511.00                           | 64                            
keller4.clq          | 1153                           | 1153.00                          | 64                            
keller5.clq          | 3317                           | 3317.00                          | 64                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 3                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 64                            

Run: 65
johnson16-2-4.clq    | 548                            | 548.00                           | 65                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 65                            
johnson8-4-4.clq     | 511                            | 511.00                           | 65                            
keller4.clq          | 1153                           | 1153.00                          | 65                            
keller5.clq          | 3317                           | 3317.00                          | 65                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34152                          | 34144.00                         | 3                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 65                            

Run: 66
johnson16-2-4.clq    | 548                            | 548.00                           | 66                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 66                            
johnson8-4-4.clq     | 511                            | 511.00                           | 66                            
keller4.clq          | 1153                           | 1153.00                          | 66                            
keller5.clq          | 3317                           | 3317.00                          | 66                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 66                            

Run: 67
johnson16-2-4.clq    | 548                            | 548.00                           | 67                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 67                            
johnson8-4-4.clq     | 511                            | 511.00                           | 67                            
keller4.clq          | 1153                           | 1153.00                          | 67                            
keller5.clq          | 3317                           | 3317.00                          | 67                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 67                            

Run: 68
johnson16-2-4.clq    | 548                            | 548.00                           | 68                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 68                            
johnson8-4-4.clq     | 511                            | 511.00                           | 68                            
keller4.clq          | 1153                           | 1153.00                          | 68                            
keller5.clq          | 3317                           | 3317.00                          | 68                            
keller6.clq          | 7231                           | 6733.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 68                            

Run: 69
johnson16-2-4.clq    | 548                            | 548.00                           | 69                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 69                            
johnson8-4-4.clq     | 511                            | 511.00                           | 69                            
keller4.clq          | 1153                           | 1153.00                          | 69                            
keller5.clq          | 3317                           | 3317.00                          | 69                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 69                            

Run: 70
johnson16-2-4.clq    | 548                            | 548.00                           | 70                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 70                            
johnson8-4-4.clq     | 511                            | 511.00                           | 70                            
keller4.clq          | 1153                           | 1153.00                          | 70                            
keller5.clq          | 3317                           | 3317.00                          | 70                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 9                             
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 70                            

Run: 71
johnson16-2-4.clq    | 548                            | 548.00                           | 71                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 71                            
johnson8-4-4.clq     | 511                            | 511.00                           | 71                            
keller4.clq          | 1153                           | 1153.00                          | 71                            
keller5.clq          | 3317                           | 3317.00                          | 71                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 10                            
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 71                            

Run: 72
johnson16-2-4.clq    | 548                            | 548.00                           | 72                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 72                            
johnson8-4-4.clq     | 511                            | 511.00                           | 72                            
keller4.clq          | 1153                           | 1153.00                          | 72                            
keller5.clq          | 3317                           | 3317.00                          | 72                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 10                            
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 72                            

Run: 73
johnson16-2-4.clq    | 548                            | 548.00                           | 73                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 73                            
johnson8-4-4.clq     | 511                            | 511.00                           | 73                            
keller4.clq          | 1153                           | 1153.00                          | 73                            
keller5.clq          | 3317                           | 3317.00                          | 73                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 10                            
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 73                            

Run: 74
johnson16-2-4.clq    | 548                            | 548.00                           | 74                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 74                            
johnson8-4-4.clq     | 511                            | 511.00                           | 74                            
keller4.clq          | 1153                           | 1153.00                          | 74                            
keller5.clq          | 3317                           | 3317.00                          | 74                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 74                            

Run: 75
johnson16-2-4.clq    | 548                            | 548.00                           | 75                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 75                            
johnson8-4-4.clq     | 511                            | 511.00                           | 75                            
keller4.clq          | 1153                           | 1153.00                          | 75                            
keller5.clq          | 3317                           | 3317.00                          | 75                            
keller6.clq          | 7231                           | 6732.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 75                            

Run: 76
johnson16-2-4.clq    | 548                            | 548.00                           | 76                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 76                            
johnson8-4-4.clq     | 511                            | 511.00                           | 76                            
keller4.clq          | 1153                           | 1153.00                          | 76                            
keller5.clq          | 3317                           | 3317.00                          | 76                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 76                            

Run: 77
johnson16-2-4.clq    | 548                            | 548.00                           | 77                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 77                            
johnson8-4-4.clq     | 511                            | 511.00                           | 77                            
keller4.clq          | 1153                           | 1153.00                          | 77                            
keller5.clq          | 3317                           | 3317.00                          | 77                            
keller6.clq          | 7231                           | 6733.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 77                            

Run: 78
johnson16-2-4.clq    | 548                            | 548.00                           | 78                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 78                            
johnson8-4-4.clq     | 511                            | 511.00                           | 78                            
keller4.clq          | 1153                           | 1153.00                          | 78                            
keller5.clq          | 3317                           | 3317.00                          | 78                            
keller6.clq          | 7231                           | 6735.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 78                            

Run: 79
johnson16-2-4.clq    | 548                            | 548.00                           | 79                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 79                            
johnson8-4-4.clq     | 511                            | 511.00                           | 79                            
keller4.clq          | 1153                           | 1153.00                          | 79                            
keller5.clq          | 3317                           | 3317.00                          | 79                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 79                            

Run: 80
johnson16-2-4.clq    | 548                            | 548.00                           | 80                            
johnson32-2-4.clq    | 1992                           | 1945.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 80                            
johnson8-4-4.clq     | 511                            | 511.00                           | 80                            
keller4.clq          | 1153                           | 1153.00                          | 80                            
keller5.clq          | 3317                           | 3317.00                          | 80                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 80                            

Run: 81
johnson16-2-4.clq    | 548                            | 548.00                           | 81                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 81                            
johnson8-4-4.clq     | 511                            | 511.00                           | 81                            
keller4.clq          | 1153                           | 1153.00                          | 81                            
keller5.clq          | 3317                           | 3317.00                          | 81                            
keller6.clq          | 7231                           | 6734.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 81                            

Run: 82
johnson16-2-4.clq    | 548                            | 548.00                           | 82                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 82                            
johnson8-4-4.clq     | 511                            | 511.00                           | 82                            
keller4.clq          | 1153                           | 1153.00                          | 82                            
keller5.clq          | 3317                           | 3317.00                          | 82                            
keller6.clq          | 7231                           | 6733.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 82                            

Run: 83
johnson16-2-4.clq    | 548                            | 548.00                           | 83                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 83                            
johnson8-4-4.clq     | 511                            | 511.00                           | 83                            
keller4.clq          | 1153                           | 1153.00                          | 83                            
keller5.clq          | 3317                           | 3317.00                          | 83                            
keller6.clq          | 7231                           | 6732.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 83                            

Run: 84
johnson16-2-4.clq    | 548                            | 548.00                           | 84                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 84                            
johnson8-4-4.clq     | 511                            | 511.00                           | 84                            
keller4.clq          | 1153                           | 1153.00                          | 84                            
keller5.clq          | 3317                           | 3317.00                          | 84                            
keller6.clq          | 7231                           | 6733.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
